url,name,state,weather
http://www.nps.gov/depo/planyourvisit/weather.htm,Devils Postpile National Monument,California,"Devils Postpile National Monument is located at 7,560 feet above sea level just west of the Sierra Nevada crest.  As such, it experiences typical Sierran summer weather.

In the fall of 2005, Scripps Institute of Oceanography, California Department of Water Resources, and the National Park Service cooperatively worked to install a new meteorologic (met) station in Soda Springs Meadow.  The station will provide important data for climate research and the management of California's water resources.

SODA SPRINGS METEOROLOGICAL STATION

Data from the Soda Springs weather station is uploaded daily and can be viewed year-round in graph format by visiting Scripps' website. For more weather information, visit the California Department of Water Resources Website for Devils Postpile. This will lead you to daily readings from the monument's meteorological station."
http://www.nps.gov/deto/planyourvisit/weather.htm,Devils Tower National Monument,,
http://www.nps.gov/dino/planyourvisit/weather.htm,Dinosaur National Monument,"CO,UT","Dinosaur's climate is semiarid with temperatures averaging between 0°F to 30°F in January and 50°F to 100°F in July. Elevations within the park vary between 4,700 and 9,000 feet. Winter snow makes roads at higher elevations impassable while only light to moderate snow is found at lower elevations. Summer thunderstorms often cause heavy downpours and localized flooding, but may fail to dampen parched soils less than a mile away."
http://www.nps.gov/drto/planyourvisit/weather.htm,Dry Tortugas National Park,,
http://www.nps.gov/ebla/planyourvisit/weather.htm,Ebey's Landing National Historical Reserve,Washington,"Ebey's Landing NHR enjoys a mild maritime climate, with cool summers and mild winters. Summer highs may reach the 80's, but evenings can always cool. Layers of clothing, including a sweater, are recommended for changing conditions that include wind and rain. A pair of sturdy walking shoes is also advised.National Weather Service Forecast"
http://www.nps.gov/edal/planyourvisit/weather.htm,Edgar Allan Poe National Historic Site,,
http://www.nps.gov/efmo/planyourvisit/weather.htm,Effigy Mounds National Monument,,
http://www.nps.gov/eise/planyourvisit/weather.htm,Eisenhower National Historic Site,,
http://www.nps.gov/elte/planyourvisit/weather.htm,El Camino Real de los Tejas National Historic Trail,"TX,LA","Presidio San Antonio de Bexar (San Pedro Springs), Bexar County, Texas:  Listed in the National Register of Historic Places, San Pedro Springs was an American Indian village named Yanaguana and may have been used as a paraje (campsite) as early as 1692."
http://www.nps.gov/elca/planyourvisit/weather.htm,El Camino Real de Tierra Adentro National Historic Trail,"NM,TX",
http://www.nps.gov/elma/planyourvisit/weather.htm,El Malpais National Monument,,
http://www.nps.gov/elmo/planyourvisit/weather.htm,El Morro National Monument,New Mexico,"At an elevation of 7,219 feet (2200 meters) winters can be cold and snowy. Summers are warm with afternoon thunder showers from mid-July through mid-September. Trails can close unexpectedly due to severe weather.

During the winter months (December-April) all or portions of the park trails may be closed because of snow and ice. If your winter visit to El Morro National Monument depends upon the Headland Trail being open, call the visitor center the morning of your visit for the most up to date trail conditions (505-783-4226). Although the  Inscription Trail is usually open through the winter, it may also close for periods of time due to snow and ice."
http://www.nps.gov/elro/planyourvisit/weather.htm,Eleanor Roosevelt National Historic Site,,
http://www.nps.gov/elis/planyourvisit/weather.htm,Ellis Island Part of Statue of Liberty National Monument,,
http://www.nps.gov/erie/planyourvisit/weather.htm,Erie Canalway National Heritage Corridor,New York,"Weather along the Erie Canalway National Heritage Corridor can vary greatly from one end of the Corridor to the other. Lake effect snows in winter from Buffalo to Syracuse may only be flurries by Utica, and merely cloudy skies in Albany. Clearing skies in Rochester may be the wake of a heavy thunderstorm that has moved on to Saratoga Springs."
http://www.nps.gov/esse/planyourvisit/weather.htm,Essex National Heritage Area,,
http://www.nps.gov/euon/planyourvisit/weather.htm,Eugene O'Neill National Historic Site,California,"The Mediterranean climate of Danville features hot, dry summers with lower temperatures near 60º F and upper temperatures near 100º F. The heat gives way to cool, rainy winters with lows near 45º F and highs near 75º F. Fall and spring can bring rain and temperatures from 55-80º F."
http://www.nps.gov/ever/planyourvisit/weather.htm,Everglades National Park,Florida,"Although summers are hot and humid, the high temperatures are tempered by frequent thunderstorms. The summer/fall wet season extends from about mid-May to November, with temperatures ranging into the low 90s (30 to 35 degrees Celsius). The majority of the year's average annual rainfall (nearly 60 inches, or 152 cm) falls during the wet season. Continental cold fronts generally cannot penetrate as far south as south Florida during the summer, so warmth and humidity build. Thunderstorms arise when warm, moist air masses combine with an unstable atmosphere. Thunderstorms can be as brief as a few minutes or as long as several hours. As cooler air glides inland from the Gulf of Mexico and Atlantic Ocean, thunderstorms can erupt along sea-breeze fronts. At times, these thunderstorms can be an almost daily occurrence. Sometimes these storms move very slowly, enabling them to drop several inches of rain. The largest amounts of rainfall typically are associated with tropical storms and hurricanes.

The Dry Season Taylor Slough photographed during the winter dry season. The crusty material is periphyton, a complex mixture of algae, cyanobacteria, microbes, and detritus that forms the base of the Everglades food chain. During the summer wet season, Taylor Slough submerges and the periphyton rehydrates.

NPS photo by Sarah ZennerThe winter/spring dry season extends from about December to mid-May, with temperatures ranging from the low 50s to upper 70s (12 to 25 degrees Celsius) and low humidity. Continental weather fronts occasionally bring near-freezing temperatures to south Florida. Often-breezy winter weather conditions can create a wind chill factor that makes perceived temperatures feel considerably cooler than what the thermometer reads. South Florida receives only about one quarter of its average yearly rainfall during the winter dry season. From late fall through early spring, continental cold fronts periodically plunge southeastward through the state, sweeping away any warm, humid air. Cool, dry air stabilizes the atmosphere, suppressing any showers and thunderstorms. Any rain associated with these frontal passages typically arrives in the form of squall lines that sweep through so quickly that they have little opportunity to drop substantial amounts of rain."
http://www.nps.gov/fati/planyourvisit/weather.htm,Fallen Timbers Battlefield and Fort Miamis National Historic Site,,
http://www.nps.gov/feha/planyourvisit/weather.htm,Federal Hall National Memorial,,
http://www.nps.gov/fiis/planyourvisit/weather.htm,Fire Island National Seashore,New York,Fire Island has a temperate climate. The park's air temperature may be slightly cooler in summer or warmer in winter than on the mainland of Long Island. Layered clothing is always recommended.
http://www.nps.gov/fila/planyourvisit/weather.htm,First Ladies National Historic Site,,
http://www.nps.gov/frst/planyourvisit/weather.htm,First State National Historical Park,,
http://www.nps.gov/flni/planyourvisit/weather.htm,Flight 93 National Memorial,Pennsylvania,"Fall-Winter Generally, cooler weather starts in September with warm days and cool nights. The first snowfall of the season occurs by mid-October and extends through late March to mid-April. During most of the winter the daytime temperatures range in the mid-20s to 30s, with periodic warming in the 40s and 50s. The average annual snowfall is approximately 80 inches for Somerset County.

Spring-Summer May is more predictable for warmer weather with daytime temperatures in the 60s and 70s. July and August are seasonably warm for the area with high humidity and temperatures in the high 80s or 90s."
http://www.nps.gov/flfo/planyourvisit/weather.htm,Florissant Fossil Beds National Monument,Colorado,"Summers are generally of short duration with pleasant warm days and cool nights. Freezing temperatures can sometimes occur during summer months. Summer thunderstorms with lightning and hail occur almost daily. Typically they begin mid-day and last through the afternoon. The safest places are within buildings or your automobiles. Sub-zero lows are common in the winter; dress in warm layers to keep dry and to prevent hypothermia. The altitude is 8,500 above sea level so pace yourself in any season, drink a lot of water, and use sunscreen."
http://www.nps.gov/foth/planyourvisit/weather.htm,Ford's Theatre National Historic Site,,
http://www.nps.gov/fobo/planyourvisit/weather.htm,Fort Bowie National Historic Site,Arizona,
http://www.nps.gov/foca/planyourvisit/weather.htm,Fort Caroline National Memorial,,
http://www.nps.gov/foda/planyourvisit/weather.htm,Fort Davis National Historic Site,Texas,
http://www.nps.gov/fodo/planyourvisit/weather.htm,Fort Donelson National Battlefield,,
http://www.nps.gov/fodu/planyourvisit/weather.htm,Fort Dupont Park ,,
http://www.nps.gov/fofo/planyourvisit/weather.htm,Fort Foote Park,,
http://www.nps.gov/fofr/planyourvisit/weather.htm,Fort Frederica National Monument,,
http://www.nps.gov/fola/planyourvisit/weather.htm,Fort Laramie National Historic Site,Wyoming,"Fort Laramie is located in the warmest part of Wyoming. Summer days can get quite hot (over 100 degrees Fahrenheit) with average temperatures in the 80s and 90s, though nights are mostly cool.

The region is semi-arid with a very distinct winter dry season. About 70% of the normal annual precipitation falls during the spring and early summer.

Winters can be cold and breezy with sub-zero days. Visitors should be aware that high winds are possible in the winter and can approach hurricane strength. During such periods, local highways are often closed to high profile and vehicles pulling light trailers. During the winter season visitors should always check current road and weather conditions before traveling to Fort Laramie.With that said, Fort Laramie also frequently has very warm and pleasant days during the winter season with 50 and 60 degree temperatures not uncommon."
http://www.nps.gov/fols/planyourvisit/weather.htm,Fort Larned National Historic Site,Kansas,"Western Kansas has a four season climate with hot summers and relatively low humidity.  Although winters tend to be cold, with average daytime highs in the 30s and 40s, Chinook winds in the winter can warm western Kansas all the way into the 80F (27C) range.

Although the climate in this area is relatively dry, Western Kansas does get snow in the winter.  Sometimes the snow can be quite deep and even a relatively light snow fall can drift substantially because of the almost constant winds in this part of Kansas.  Caution is always advised when driving in snowy conditions."
http://www.nps.gov/foma/planyourvisit/weather.htm,Fort Matanzas National Monument,Florida,"Summers can be very hot with high humidity and frequent afternoon thundershowers. Sun protection, including sunscreen, a hat, and UV protective sunglasses, is highly recommended. Be sure to drink plenty of water. You may want insect repellent if walking the nature trail.

Winters are generally cool to mild with occasional cold spells, especially with the wind from the north or off the water. The most temperate periods are the fall and spring seasons when temperatures regularly hover around 70 to 80 degrees Fahrenheit (21 to 26 degrees Celsius)."
http://www.nps.gov/fomc/planyourvisit/weather.htm,Fort McHenry National Monument and Historic Shrine,,
http://www.nps.gov/fomr/planyourvisit/weather.htm,Fort Monroe National Monument,,
http://www.nps.gov/fone/planyourvisit/weather.htm,Fort Necessity National Battlefield,,
http://www.nps.gov/fopo/planyourvisit/weather.htm,Fort Point National Historic Site,,
http://www.nps.gov/fopu/planyourvisit/weather.htm,Fort Pulaski National Monument,Georgia,"ClimateSavannah has a humid sub tropical climate with over two hundred days of sunshine each year. Summers (May through September) are typically hot, bright and humid with afternoon thunderstorms common. Temperatures often range from the lower 70s to the mid 90s F. Spring (March through mid-May) and Autumn(October through late November) can be quite pleasant with temperatures ranging from the upper 50s into the 80s F. The Winter months (December through March) are usually dry. Temperatures can be cooler than one would expect, ranging from the upper 30s through the 60s F generally, though sudden cold snaps can occur.

Fort Pulaski National Monument is open every day of the year except New Year's Day, Thanksgiving Day, and Christmas Day. However, there are some periods of severe weather that may temporarily require us to close some or all of the Park's operations. Hot and humid in summer, mild to chilly and breezy in winter. Rainy periods throughout the year. Wear comfortable sportswear. Walking shoes and insect repellant are recommended.

Thunderstorms & Lightning: When it rains in Savannah, it usually pours! Florida's thunderstorms are beautiful, powerful and potentially dangerous. The majority of Georgia's thunderstorms come in the summer months, chiefly during the afternoon. Formed by the combination of humid air and hot temperatures they create strong updrafts which form massive clouds filled with electrical and kinetic energy. Typically short-lived, they can drop several inches of rain in a short period of time."
http://www.nps.gov/fora/planyourvisit/weather.htm,Fort Raleigh National Historic Site,,
http://www.nps.gov/fosc/planyourvisit/weather.htm,Fort Scott National Historic Site,Kansas,"Spring and autumn are pleasant with mild temperatures. Summers are generally hot and humid, while winters are mild with periods of cold weather, snowfall, and ice storms.  Thunderstorms, some severe, are common throughout the spring and summer.  During periods of severe weather, visitors should seek shelter, as the area is prone to lightning strikes   Visitors are advised to check the weather prior to traveling.

Heavy coats should be worn in winter, while persons traveling in other seasons should bring rain gear in case of thunderstorms."
http://www.nps.gov/fosm/planyourvisit/weather.htm,Fort Smith National Historic Site,,
http://www.nps.gov/fost/planyourvisit/weather.htm,Fort Stanwix National Monument,New York,"General Weather:The Park lies within a temperate zone and experiences four full seasons. Summer can become very hot and humid. Snow is common as late as May and as early as October. The fort area can become muddy in all seasons. With most activities outdoors, good closed-toe walking shoes and low heels are advised. Air conditioning and heating is limited to park visitor center most times in the year. Water and extra layers of clothing in all seasons are always recommended!

Summer Conditions:High temperatures can reach the upper 80s and occasionally upper 90s (Farenheit). Humidity runs from around 40 percent to the upper 70 percent range.

Autumn Conditions:High temperatures average 50s and 60s, but may reach as high as the lower 80s or as low as the upper 40s.

Winter Conditions:High temperatures may range from the 20s to the upper 30s.

Spring Conditions:High temperatures can run from around the 40 degree mark to the lower to mid-60s."
http://www.nps.gov/fosu/planyourvisit/weather.htm,Fort Sumter National Monument,South Carolina,
http://www.nps.gov/foun/planyourvisit/weather.htm,Fort Union National Monument,,
http://www.nps.gov/fous/planyourvisit/weather.htm,Fort Union Trading Post National Historic Site,"MT,ND","ClimateSummers are warm with average high temperatures in the 80s-90s May through September. Winters are cold with average lows in the single digits December through February.  Wind is considerable year-round. Conditions can change quickly.

Travelers should be aware of the potential for violent thunderstorms in the summer and the possibility of blizzard conditions in the winter."
http://www.nps.gov/fova/planyourvisit/weather.htm,Fort Vancouver National Historic Site,,
http://www.nps.gov/fowa/planyourvisit/weather.htm,Fort Washington Park,,
http://www.nps.gov/fobu/planyourvisit/weather.htm,Fossil Butte National Monument,Wyoming,"Expect a variety of weather conditions no matter what time of year you visit. Local weather conditions and extended forecasts are available on the National Weather Service's (NOAA) web page.Warm days (70–90 degrees F) and moderate evenings (30–50 degrees F) are the norm for summer months. Most evenings require a light jacket. Light frosts are common on summer nights. Yes, it can snow in July.Spring, fall and winter can be very cold; expect snow and winter conditions.

Winter driving conditions can be hazardous.  Check the area road report.

Visiting September through May?  Winter conditions limit driving opportunites."
http://www.nps.gov/frde/planyourvisit/weather.htm,Franklin Delano Roosevelt Memorial,,
http://www.nps.gov/frdo/planyourvisit/weather.htm,Frederick Douglass National Historic Site,,
http://www.nps.gov/frla/planyourvisit/weather.htm,Frederick Law Olmsted National Historic Site,,
http://www.nps.gov/frsp/planyourvisit/weather.htm,Fredericksburg & Spotsylvania National Military Park,,
http://www.nps.gov/frwa/planyourvisit/weather.htm,Freedom's Way National Heritage Area,,
http://www.nps.gov/frhi/planyourvisit/weather.htm,Friendship Hill National Historic Site,,
http://www.nps.gov/gaar/planyourvisit/weather.htm,Gates Of The Arctic National Park & Preserve,,
http://www.nps.gov/gate/planyourvisit/weather.htm,Gateway National Recreation Area,"NY,NJ","Gateway National Recreation Area includes several separate land areas spread throughout the New York metropolitan area. The New York area experiences four distinct seasons. Temperatures are moderate in the spring and fall, but range from the high 90's during the summer to snow and sleet in winter."
http://www.nps.gov/gari/planyourvisit/weather.htm,Gauley River National Recreation Area,,
http://www.nps.gov/gegr/planyourvisit/weather.htm,General Grant National Memorial,,
http://www.nps.gov/gemm/planyourvisit/weather.htm,George Mason Memorial,District of Columbia,
http://www.nps.gov/gero/planyourvisit/weather.htm,George Rogers Clark National Historical Park,Indiana,"George Rogers Clark Memorial in the fall

Temperatures can range from 0 degrees Fahrenheit in the winter to 95+ degrees in the summer. High humidity is common during the summer months.

Wear comfortable shoes and drink plenty of water during the summer months."
http://www.nps.gov/gewa/planyourvisit/weather.htm,George Washington Birthplace National Monument,Virginia,"The park experiences all four distinct seasons. Temperatures vary in the summer from the 70s to the high 90s with high humidity, typically low 90s with frequent thunder storms. Winters vary from mild and rainy to snow and ice. Temperatures range from the 40s to the teens. Spring and fall are typically pleasant in the 50s and 60s."
http://www.nps.gov/gwca/planyourvisit/weather.htm,George Washington Carver National Monument,,
http://www.nps.gov/gwmp/planyourvisit/weather.htm,George Washington Memorial Parkway,"DC, MD, VA","ForecastCheck the National Weather Service forecast for the park. (Locations above the Fall Line, like Fort Marcy and Turkey Run Park, may be several degrees cooler.)

SeasonsSummers on the parkway are generally hot and humid, with daytime highs frequently above 90 degrees Fahrenheit and scattered afternoon thunderstorms. Please carry water while participating in physical activity and be prepared to take shelter from lightning.

Winters on the parkway are generally cold, with nighttime lows frequently near freezing and occasional snowfall. Please be alert for snowplows and icy spots on roadways.

Weather during spring and fall is generally moderate, but can change quickly, especially near the Potomac River. Layers of clothing are recommended."
http://www.nps.gov/gett/planyourvisit/weather.htm,Gettysburg National Military Park,,
http://www.nps.gov/gicl/planyourvisit/weather.htm,Gila Cliff Dwellings National Monument,New Mexico,"Summer view from Cliff Dweller Canyon.

Climate and WeatherThe park has a mild climate, with a rainy season usually from July through August. Spring and Fall have moderate days and cool nights. Winter months often have nice afternoons with cold mornings and nights.

Daytime temperatures tend to be relatively mild or warm and nighttime temperatures tend to be relatively cool or cold throughout the year. Average temperatures in the higher elevation, particularly the Mogollon Range, can be cooler by 10-20 degrees or more, depending on the season. Summer is the monsoon or rainy season with afternoon thunderstorms, accompanied by dangerous lightning, likely during July and August.

Winter During most winters the lower elevations tend to be free of snow most of the time and when it does snow the melt-off usually occurs within a few days. Normally there is some snow accumulation in the higher elevations and during severe winters, the snow may range up to 10 feet or more in the Mogollon Range. Melt-off usually occurs during late March and April, but snow and ice may hinder travel on upper elevation trails as late as June.

Winter view from Cliff Dweller Canyon."
http://www.nps.gov/glba/planyourvisit/weather.htm,Glacier Bay National Park & Preserve,Alaska,"Weather and Climate Glacier Bay has a maritime climate, heavily influenced by ocean currents. The result is mild winters and cool, moist summers near sea level. Summer visitors can expect highs between 50 and 60 degrees F (10 to 15 degrees C). Winter temperatures rarely drop into the single digits, with average nighttime lows of 25 to 40 degrees F (-2 to 5 degrees C). Bartlett Cove receives about 70 inches of precipitation annually. You may find yourself thinking it’s all coming down during your visit! Good rain gear is essential here. April, May and June are usually the driest months of the year. September and October tend to be the wettest.

Keep in mind, these are weather conditions at sea level. Up in the mountains, conditions are more severe with colder temperatures and precipitation that takes the form of snow. At any elevation, be sure and dress appropriately and be aware that the risk of hypothermia is present at any time of year. But do remember - it’s all that rain and snow falling year after year that creates the lush forests and magnificent glaciers we love to see!"
http://www.nps.gov/glac/planyourvisit/weather.htm,Glacier National Park,Montana,"Glacier's weather is highly variable and can be extreme. Hikers setting out on a warm summer day, if they are careful, bring along raingear and lots of extra clothing. Just outside the park's eastern boundary, in Browning, Montana in 1916, the temperature dropped from plus 46 degrees F. to minus 56 degrees in 24 hours -- 100 degrees in a day! It is still an all-time world record.

In the driest corners of the park, along the northeast and northwest edges, rainfall averages 23 inches a year, while in the lowlands of the west side, about 30 inches of precipitation fall in the average year. As moist air is forced up to the elevations of the Divide, it loses its moisture and precipitation jumps to 100 inches or more in isolated mountain cirques. Snowfall settles to around a 16-foot average snowpack.  Early summer snow removal on the Going-to-the-Sun Road, which crosses the Continental Divide, is so spectacular it has become a spectator sport.

The east side of Glacier is in a rain shadow and gets less overall precipitation than the west. The dryness of the east side is also due to high winds. Downslope winds are often 50 mph or more, sometimes reaching 100 mph. Warm chinook (""snow-eater"") winter winds regularly create a temporary spring, raising temperatures over 30 degrees in just minutes. If the cold Arctic air pools deep enough on the east side, spills over the top, and collides with Pacific moisture, raging blizzards can result. One dumped 44 inches of snow in a day.

U.S. Geological Survey scientists, stationed at Glacier, are doing landmark research on the effects of global climate change in this mountain ecosystem. Recent warming trends have shrunk the size and numbers of glaciers in the park. While precipitation changes are more difficult to predict than temperature, scientists expect to see more precipitation fall as rain with a warmng climate. This means snowpacks may not be as deep in the future. Because warmer global temperatures have the effect of ""spinning up"" evaporation and precipitation cycles, scientists also predict more rain to come as ""events"" as the planet surface heats up. Research in Glacier provides scientists with a natural laboratory to test these ideas."
http://www.nps.gov/glca/planyourvisit/weather.htm,Glen Canyon National Recreation Area,"AZ,UT","The high clouds of the summer monsoon season lend to amazing sunsets.

The weather in Glen Canyon National Recreation Area is usually typical for the high deserts. Summers are extremely hot with little, if any, shade. Winters are moderately cold with night time lows often below freezing. Spring weather is highly variable and unpredictable with extended periods of winds. Fall weather is usually nice and mild, a great time to beat the heat (and the crowds!).

Temperatures can range from 110° F (38°C) in June & July to O° F (-16°C) in December & January. Precipitation is generally light (less than 6 inches--15.2cm-- annually) though heavy rains and flash flooding is possible during the summer and fall ""monsoons.""

We recommend lightweight, light colored clothing for summer, including a hat. Layers of clothing are best for other times of the year."
http://www.nps.gov/glec/planyourvisit/weather.htm,Glen Echo Park,,
http://www.nps.gov/glde/planyourvisit/weather.htm,Gloria Dei Church National Historic Site,,
http://www.nps.gov/goga/planyourvisit/weather.htm,Golden Gate National Recreation Area,California,"The winter is characterized by occasional rain, cool weather, and overcast skies punctuated by brilliant sunshine. California gray whales migrate along the coast toward their wintering grounds in the lagoons of Baja California.

In the spring, winter many of the park trees and flowers that were dormant through the winter bloom forth usually starting in late March or early April. Wildflower displays are best in April, May and June.

By July, summer fog begins to predominate in most coastal areas of the park. Still, the grasses and plants that are brilliantly green in late winter and spring have now turned to the golden brown and muted grays so characteristic of California in the summer.

Typically starting in mid-late September and continuing through October, the fall skies are clear and brilliant sunshine is abundant everywhere in the park. In the fall, the raptor migration reaches its peak. The land is dry for the most part, and plants in the park appear to be going dormant. Fall is the favored time in the park for many visitors."
http://www.nps.gov/gosp/planyourvisit/weather.htm,Golden Spike National Historic Site,,
http://www.nps.gov/gois/planyourvisit/weather.htm,Governors Island National Monument,,
http://www.nps.gov/grca/planyourvisit/weather.htm,Grand Canyon National Park,,
http://www.nps.gov/grpo/planyourvisit/weather.htm,Grand Portage National Monument,Minnesota,"Weather conditions change frequently, due to the site’s location on the north shore of Lake Superior. Cool onshore lake breezes are common in spring, summer and fall along with an occasional shower. Summer inland temperatures can reach into the 80’s and 90’s but are usually 10 to 15 degrees cooler by Lake Superior. The Heritage Center and Historic Site overlook Grand Portage Bay on Lake Superior and can be cool throughout the summer months. Having layers of clothing to put on or remove and being prepared for summer showers are the best advice we can offer to prepare you for the varieties of possible weather conditions. Winter weather can be very cold and windy, with consecutive days of sub-zero temperatures, followed by pleasant, calm, sunny and moderate temperatures in the 20’s and 30’s.

Mosquitoes, gnats, black flies are plentiful during the spring and summer months especially inland along the 8 ½ mile Grand Portage footpath. Layers of impenetrable clothing are recommended, as is the use of a head net. Also effective is the use of insect repellent containing DEET placed directly on outer clothing layers. The voyageur’s choice of repellent, bear grease and skunk oil, will probably discourage the swarms as well as your neighbors for a little while!"
http://www.nps.gov/grte/planyourvisit/weather.htm,Grand Teton National Park,Wyoming,"21.32172.610Jackson Hole has long, cold winters. The first heavy snows fall by November 1 and continue through April; snow and frost are possible during any month.

December through mid-AprilBetween storms the days are sunny and nights are frigid. Snow blankets the mountains and valley. Vehicles with four-wheel drive, all-wheel drive, or all-weather tires are recommended for winter travel, roads may be closed during blizzards. Drive at or below posted speed limits as conditions warrant; moose and other wildlife are often seen crossing roads during the winter.

Recommended ClothingRaingear is recommended during spring, summer and fall. Sub-zero temperatures are common throughout winter and demand multi-layered clothing, hats, mittens and cold weather boots."
http://www.nps.gov/grko/planyourvisit/weather.htm,Grant-Kohrs Ranch National Historic Site,,
http://www.nps.gov/grba/planyourvisit/weather.htm,Great Basin National Park,Nevada,"ClimateThere is almost an 8,000 ft (2,400 m) difference in elevation between Wheeler Peak and the valley floor. Weather conditions in the park vary with elevation. In late spring and early summer, days in the valley may be hot, yet the snowpack may not have melted in the higher elevations. The Great Basin is a desert, with low relative humidity and sharp drops in temperature at night. In the summer, fierce afternoon thunderstorms are common. It can snow any time of the year at high elevations."
http://www.nps.gov/greg/planyourvisit/weather.htm,Great Egg Harbor River ,,
http://www.nps.gov/grfa/planyourvisit/weather.htm,Great Falls Park,Virginia,"Weather in Great Falls Park is typical for the mid-Atlantic.  There are four seasons, with no extremes in temperature.  Summers can be hot and humid, so be sure to bring water with you.  The average temperature in summer is approximately 75 degrees F.  Summer days in the mid-90's with high humidity are not uncommon.  Winters can vary in temperature, with the average temperature for Virginia at approximately 36 degrees F.  Snow is fairly rare.  When it does snow, it tends to melt within a few days.River temperatures vary throughout the year.  Temperatures range from near freezing to over 70 degrees in the summer months.  Due to rapids, rocks, and hazardous currents, swimming and wading are prohibited at all times."
http://www.nps.gov/grsa/planyourvisit/weather.htm,Great Sand Dunes National Park & Preserve,Colorado,"Medano Creek flows in late spring around the dunes. Click on the photo for detailed information on current conditions, forecast flow, and what to expect month by month in an average year.

Spring can sometimes bring high winds, mainly in the afternoon. Temperatures may vary widely: highs may reach into the 60s F, or only into the 30s F with snow and an even colder windchill. Lows can also vary from 0 degrees F to the 40s F. March and April are the snowiest months of the year. In later spring when Medano Creek is flowing, snow or high winds are still possible...or there may be calm, sunny, swimsuit weather. Be prepared for any conditions in spring! Check Medano Creek conditions and forecast flow.

Temperatures are surprisingly cool at the dunes' summit elevation of 8700 feet (2650 m), but the sand surface becomes hot on sunny summer days. Plan to explore the dunes in early morning or evening during summer months.

In summer, daytime high temperatures average 75-80 degrees F. However, sand surface temperatures can soar to 150 degrees F on sunny summer afternoons. Summer nights are surprisingly cool, thanks to our elevation of 8200' above sea level. Even in summer, warm layered clothing is recommended, as lows may drop into the 40s. After dark, a jacket or a blanket are usually needed. Afternoon thundershowers are common in July and August with associated cool winds, heavy rain and lightning. Be prepared to leave the dunes promptly if thunderstorms threaten: lightning strikes are common and can be fatal.

Fall is generally mild, with Indian summer days. Highs average in the 60s - 70s F, with chilly nights in the 20s - 30s F. Be prepared, though, for the occasional cold fall storm, bringing icy rain or even snow.

Cold temperatures are the norm in winter, even though sunshine is generally abundant. The lowest temperature recorded at Great Sand Dunes was minus 25 degrees in 1963. Average highs are in the teens-30s F, with lows averaging minus 5 degrees F below zero to 15 degrees F above zero. Snow may fall and blizzards occasionally occur, so bring warm, layered clothing and sturdy footwear."
http://www.nps.gov/grsm/planyourvisit/weather.htm,Great Smoky Mountains National Park,"NC,TN","The Look Rock webcam on the western edge of the park captured a photo of a lightning strike during a spring storm. Severe storms, including tornados, occur in the park, especially during spring and summer.

SpringMarch through May: Spring brings with it unpredictable weather. Changes occur rapidly - sunny skies can yield to snow flurries in a few hours. March is the month with the most radical changes; snow can fall at any time during the month, particularly in the higher elevations. Temperatures in the lower elevations have a mean high of 61ºF. Low temperatures, which are often below freezing, have a mean of 42ºF. By mid-April the weather is usually milder. Daytime temperatures often reach the 70s and occasionally the 80s. Below freezing temperatures at night are uncommon in the lower elevations but still occur higher up. April averages over four inches of rain, usually in the form of afternoon showers. May is warmer, with daytime highs in the 70s and 80s and lows in the 40s and 50s. May rainfall averages about 4.5 inches.

SummerJune through August: Summer in the Smokies means heat, haze, and humidity. Afternoon showers and thunderstorms are common. Temperatures increase through the period with July and August afternoon highs in the 90s in the lower elevations. Evening lows are usually comfortable with readings in the 60s and 70s. In the higher elevations, the weather is much more pleasant. On Mount Le Conte (6,593' elevation), temperatures above 80 degrees are extremely rare.

AutumnSeptember through mid-November: Clear skies and cooler weather signal the onset of the fall color season. Warm days alternate with cool nights. Daytime highs are usually in the 70s and 80s during September, falling to the 50s and 60s in early November. The first frosts often occur in late September. By November, the lows are usually near freezing. This is the driest period of the year with only occasional rain showers. In the higher elevations, snow is a possibility by November.

WinterMid-November through February: Winter in the Smokies is generally moderate, but extremes in weather do occur, especially with an increase in elevation. It is not unusual to have warm temperatures in the low elevations and snow in the higher areas. About half the days in the winter have high temperatures of 50 degrees or more. Highs occasionally even reach the 70s. Most nights have lows at or below freezing. But lows of -20°F. are possible at high elevations. In the low elevations, snows of 1"" or more occur 1-5 times a year. Snow falls more frequently in the higher mountains and up to two feet can fall during a storm. January and February are the months when one is most likely to find snow in the mountains."
http://www.nps.gov/grsp/planyourvisit/weather.htm,Green Springs ,,
http://www.nps.gov/gree/planyourvisit/weather.htm,Greenbelt Park,,
http://www.nps.gov/gumo/planyourvisit/weather.htm,Guadalupe Mountains National Park,Texas,"Summer lightning storm over the Guadalupe Mountains.

The Guadalupe Mountains weather can vary drastically in elevations ranging from 3,000 feet to 8,000+ feet. Spring and Summer seasons bring warm and mild temperatures with ocasional showers. Fall and winter can bring cooler temperatures with high winds that can reach 70+ mph on occasions. Snow and freezing fog is also common during the cooler months of December and January. When planning your trip, make sure to check the latest weather to ensure that you pack the appropriate equipment.

Note that Dog Canyon is at 6,000 ft in elevation and tends to be cooler than the Pine Springs area."
http://www.nps.gov/guco/planyourvisit/weather.htm,Guilford Courthouse National Military Park,North Carolina,"Summers are warm to hot and humid with the occasional thunderstorm.

Spring and Fall are cool with rainy periods.

Winter is mild and cold with snow and ice possible in January and February."
http://www.nps.gov/guis/planyourvisit/weather.htm,Gulf Islands National Seashore,,
